Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5699-1,26/11/2019,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,28/11/2019,$10.07,$15.98,$5.91,1,$79.90,2%,$6.39,$73.51,$4.00,$80.01
5699-1,27/10/2019,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,31/10/2019,$1.53,$2.78,$1.25,10,$93.08,5%,$2.33,$90.01,$1.34,$94.01
5699-1,20/10/2019,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Low,Aluminum Document Frame,Office Supplies,Wrap Bag,Express Air,22/10/2019,$5.50,$12.22,$6.72,19,$565.06,9%,$56.51,$508.55,$2.85,$515.19
5701-1,12/2/2019,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,13/2/2019,$3.32,$5.18,$1.86,50,$46.62,8%,$4.30,$42.42,$2.04,$44.46
5701-1,30/11/2019,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2/12/2019,$3.32,$5.18,$1.86,6,$46.62,7%,$4.20,$42.42,$2.04,$44.46
5701-1,30/11/2019,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Express Air,2/12/2019,$3.32,$5.18,$1.86,5,$46.62,1%,$4.20,$42.42,$2.04,$44.46
5702-1,17/3/2019,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Artisan Durable Poly Binders,Office Supplies,Wrap Bag,Regular Air,19/3/2019,$3.37,$5.53,$2.16,47,$59.63,10%,$0.00,$59.64,$6.98,$60.51
5703-1,10/12/2019,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,12/12/2019,$1.87,$8.12,$6.25,7,$89.32,7%,$5.36,$83.96,$2.83,$86.79
5703-1,15/5/2020,Penelope Sewall,"96 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Express Air,17/5/2020,$2.50,$5.68,$3.18,36,$259.20,2%,$2.29,$239.21,$3.60,$232.79
5703-1,2/10/2019,Jennifer Jackson,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,UGen Ultra Professional Cordless Optical Suite,Technology,Small Pack,Regular Air,4/10/2019,$156.50,$300.97,$144.47,21,$965.06,9%,$9.69,$870.56,$7.18,$888.43
5703-1,6/12/2019,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan Round Ring Poly Binders,Office Supplies,Small Pack,Regular Air,8/12/2019,$1.82,$2.84,$1.02,21,$59.64,3%,$0.60,$59.04,$5.44,$64.48
5704-1,21/10/2020,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Artisan 4877 Labels,Office Supplies,Wrap Bag,Regular Air,23/10/2020,$2.29,$3.69,$1.40,39,$14.58,10%,$0.70,$14.49,$0.50,$15.76
5704-1,18/2/2020,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Pack,Regular Air,21/2/2020,$1.76,$3.38,$1.62,40,$66.36,5%,$3.98,$62.38,$0.85,$69.36
5705-1,21/10/2019,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,22/10/2019,$2.16,$3.85,$1.69,19,$76.60,1%,$2.71,$74.39,$0.70,$74.88
5706-1,1/12/2019,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,High,Colored Envelopes,Office Supplies,Small Pack,Regular Air,5/12/2019,$2.25,$3.69,$1.44,24,$151.29,10%,$12.10,$139.19,$2.50,$141.69
5706-1,5/12/2019,Janet Martin,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Colored Envelopes,Office Supplies,Small Box,Regular Air,6/12/2019,$2.25,$3.69,$1.44,8,$151.29,5%,$12.10,$139.19,$2.50,$141.69
5708-1,6/12/2019,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Low,Artisan Round Ring Poly Binders,Office Supplies,Wrap Bag,Regular Air,8/12/2019,$1.82,$2.84,$1.02,30,$59.64,1%,$0.60,$59.04,$5.44,$64.48
5708-1,6/12/2019,Janet Martin,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,High,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Express Air,8/12/2019,$1.19,$1.98,$0.79,12,$59.64,3%,$0.60,$59.04,$4.77,$64.48
5708-1,6/12/2019,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,8/12/2019,$1.19,$1.98,$0.79,10,$59.64,1%,$0.60,$59.04,$4.77,$64.48
5708-1,6/12/2019,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan Round Ring Poly Binders,Office Supplies,Wrap Bag,Regular Air,8/12/2019,$1.82,$2.84,$1.02,37,$59.64,7%,$0.50,$59.04,$5.44,$64.48
5709-1,25/7/2019,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,"Angle-D Binders with Locking Rings, Label Holders",Technology,Medium Box,Regular Air,26/7/2019,$4.53,$7.30,$2.77,8,$255.60,9%,$2.66,$253.04,$7.72,$256.64
5709-1,9/2/2019,Susan MacKendrick,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Office Shears by Apex,Office Supplies,Small Pack,Regular Air,13/2/2019,$0.94,$2.08,$1.14,2,$72.20,1%,$6.49,$65.51,$2.56,$66.71
5710-1,30/4/2018,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Apex Design Stainless Steel Bent Scissors,Technology,Small Box,Regular Air,2/5/2018,$2.87,$6.84,$3.97,34,$261.92,7%,$26.23,$263.03,$4.42,$276.83
5710-1,8/12/2019,Robert Barroso,"163 Concord Road,North Strathfield",Sydney,NSW,Small Business,Charlie Bui,Critical,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,10/12/2019,$178.83,$415.88,$237.05,23,"$1,663.52",2%,$49.91,"$1,613.61",$11.37,"$1,624.98"
5710-1,11/8/2019,Adrian Hane,"70 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Pack,Regular Air,13/8/2019,$178.83,$415.88,$237.05,10,"$1,663.52",5%,$49.91,"$1,613.61",$11.37,"$1,624.98"
5710-1,9/12/2019,Linda Southworth,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Low,Deluxe Rollaway Locking File with Drawer,Office Supplies,Wrap Bag,Regular Air,11/12/2019,$178.83,$415.88,$237.05,41,"$1,663.52",5%,$49.91,"$1,613.61",$11.37,"$1,624.98"
5711-1,26/4/2018,Thomas Boland,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,26/4/2018,$1.31,$2.84,$1.53,40,$39.84,3%,$3.49,$36.29,$0.93,$37.49
5711-1,9/12/2019,Linda Southworth,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,11/12/2019,$12.39,$19.98,$7.59,34,$959.04,7%,$9.59,$949.45,$5.77,$955.22
5711-1,25/12/2019,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Small Business,Charlie Bui,Not Specified,Xit Blank Computer Paper,Technology,Small Box,Regular Air,27/12/2019,$12.39,$19.98,$7.59,8,$959.04,7%,$9.59,$949.45,$5.77,$955.22
5712-1,30/11/2020,Paul MacIntyre,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Medium,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,1/12/2020,$1.84,$2.88,$1.04,30,$87.82,5%,$3.51,$83.97,$0.99,$88.96
5712-1,20/5/2018,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,22/5/2018,$12.39,$19.98,$7.59,16,$187.22,7%,$12.11,$176.11,$5.77,$177.73
5712-1,13/2/2018,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Consumer,Yvette Biti,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Express Air,15/2/2018,$5.19,$12.98,$7.79,43,$755.82,7%,$58.07,$630.61,$3.14,$636.52
5713-1,10/12/2019,Flank Prite,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Express Air,12/12/2019,$1.87,$8.12,$6.25,33,$89.32,3%,$5.46,$83.96,$2.83,$86.79
5714-1,25/12/2019,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Home Office,Charlie Bui,Low,Multimedia Mailers,Office Supplies,Small Box,Regular Air,27/12/2019,$99.39,$162.93,$63.54,43,"$4,499.90",8%,$45.00,"$4,454.90",$19.99,"$4,454.99"
5715-1,22/11/2020,Ellis Ballard,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,23/11/2020,$4.48,$8.14,$3.66,5,$82.08,3%,$3.15,$78.61,$3.12,$78.81
5715-1,4/12/2019,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,5/12/2019,$5.19,$12.98,$7.79,23,$278.08,7%,$19.47,$258.61,$3.14,$266.83
5715-1,4/9/2018,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,6/9/2018,$2.50,$5.68,$3.18,40,$180.68,4%,$10.06,$182.58,$3.60,$186.77
5715-1,13/10/2020,Stepha Foles,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Box,Regular Air,14/10/2020,$2.16,$3.85,$1.69,46,$48.74,1%,$4.48,$45.84,$0.70,$46.27
5716-1,7/1/2020,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,Apex Elite Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,9/1/2020,$3.42,$8.34,$4.92,49,$412.80,7%,$8.26,$404.54,$2.64,$410.73
5717-1,16/12/2019,Garry Greene,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Self-Adhesive Removable Labels,Furniture,Small Pack,Regular Air,18/12/2019,$1.98,$3.15,$1.17,10,$80.96,1%,$5.67,$75.29,$0.49,$82.12
5717-1,22/12/2019,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,23/12/2019,$2.25,$3.69,$1.44,23,$86.84,7%,$8.69,$78.19,$2.50,$79.75
5717-1,7/8/2019,John Lucas,"53-55 Liverpool Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,9/8/2019,$1.19,$1.98,$0.79,8,$88.06,0%,$1.76,$85.36,$4.77,$86.74
5717-1,16/12/2019,Harry Greene,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,18/12/2019,$2.18,$3.52,$1.34,25,$80.96,10%,$5.67,$75.29,$6.83,$82.12
5718-1,22/12/2019,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Colored Envelopes,Office Supplies,Small Box,Regular Air,23/12/2019,$2.25,$3.69,$1.44,43,$86.88,8%,$8.69,$78.19,$2.50,$79.75
5718-1,25/12/2019,Janet Martin,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Yvette Biti,Low,Colored Push Pins,Technology,Small Box,Express Air,25/12/2019,$0.92,$1.81,$0.89,8,$86.88,1%,$8.69,$78.19,$1.56,$79.75
5718-1,22/12/2019,Julia Barnett,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,High,Colored Push Pins,Furniture,Small Pack,Regular Air,22/12/2019,$0.92,$1.81,$0.89,37,$86.88,0%,$8.69,$78.19,$1.56,$79.75
5718-1,22/12/2019,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Color-Envelopes,Office Supplies,Wrap Bag,Regular Air,23/12/2019,$2.25,$3.69,$1.44,12,$86.88,10%,$8.69,$78.19,$2.50,$79.75
5718-1,22/12/2019,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Colored Envelopes,Furniture,Large Box,Regular Air,23/12/2019,$2.25,$3.69,$1.44,17,$86.88,0%,$8.69,$78.19,$2.50,$79.75
5719-1,25/12/2019,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Home Office,Charlie Bui,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,27/12/2019,$278.99,$449.99,$171.00,41,"$4,499.90",5%,$45.00,"$4,454.90",$49.00,"$4,479.39"
5719-1,25/12/2019,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Home Office,Charlie Bui,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,27/12/2019,$216.00,$449.99,$233.99,41,"$4,499.90",5%,$45.00,"$4,454.90",$24.49,"$4,479.39"
5720-1,21/4/2019,Art Ferguson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,High,Smiths Pushpins,Office Supplies,Wrap Bag,Regular Air,22/4/2019,$0.94,$1.88,$0.94,34,$19.46,10%,$1.94,$18.58,$0.79,$16.57
5720-1,10/12/2019,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,12/12/2019,$1.87,$8.12,$6.25,43,$89.32,1%,$5.36,$83.96,$2.83,$86.79
5720-1,1/10/2018,Harold Ryan,"263 Concord Road,North Strathfield",Sydney,NSW,Corporate,Charlie Bui,Low,Smiths Meta Binder Labels,Office Supplies,Wrap Bag,Regular Air,2/10/2018,$2.18,$3.52,$1.34,38,"$1,067.78",6%,$0.00,$95.98,$6.83,$96.78
5720-1,20/6/2021,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Self-Adhesive Removable Labels,Office Supplies,Small Pack,Express Air,20/6/2021,$1.98,$3.15,$1.17,8,$163.08,3%,$3.94,$161.51,$0.49,$168.02
5720-1,10/12/2019,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,12/12/2019,$1.31,$2.84,$1.53,49,$89.32,8%,$5.36,$83.96,$0.93,$86.79
5720-1,10/12/2019,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,12/12/2019,$1.60,$2.62,$1.02,10,$89.32,10%,$5.36,$83.96,$0.80,$86.77
5720-1,26/12/2019,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,29/12/2019,$1.60,$2.62,$1.02,47,$96.94,2%,$0.97,$95.97,$0.80,$96.77
5721-1,23/12/2019,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Express Air,26/12/2019,$3.52,$5.68,$2.16,33,$238.56,5%,$11.93,$226.63,$1.39,$228.02
5721-1,10/2/2019,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Bolored Envelopes,Office Supplies,Small Box,Regular Air,11/2/2019,$2.25,$3.69,$1.44,23,$144.70,10%,$4.39,$132.51,$2.50,$147.69
5721-1,26/12/2019,Greg Guthrie,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,High,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,29/12/2019,$3.52,$5.68,$2.16,27,$238.56,7%,$11.93,$226.63,$1.39,$228.02
5721-1,26/11/2019,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Smiths Metal Binder Clips,Technology,Large Box,Regular Air,28/11/2019,$1.60,$2.62,$1.02,9,$78.60,8%,$6.30,$74.08,$0.80,$76.47
5722-1,3/7/2019,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Steady Liquid Accent Highlighters,Office Supplies,Small Box,Express Air,4/7/2019,$3.47,$6.68,$3.21,19,$59.63,4%,$0.00,$59.63,$1.50,$60.67
5722-1,8/1/2019,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,15/1/2019,$13.88,$22.38,$8.50,40,$860.12,1%,$58.02,$765.02,$15.10,$776.51
5722-1,27/12/2019,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,27/12/2019,$1.84,$2.88,$1.04,17,$96.57,9%,$8.69,$87.89,$0.99,$88.38
5722-1,27/12/2019,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,29/12/2019,$1.59,$2.61,$1.02,4,$96.57,9%,$8.69,$87.88,$0.50,$88.38
5722-1,20/10/2019,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Critical,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,22/10/2019,$3.75,$7.08,$3.33,23,"$1,559.97",2%,$37.59,$165.55,$2.35,$167.75
5722-1,10/12/2019,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Express Air,11/12/2019,$4.19,$10.23,$6.04,39,$470.58,5%,$4.71,$465.87,$4.68,$470.55
5722-1,18/11/2019,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,20/11/2019,$1.59,$2.61,$1.02,19,$96.57,9%,$8.69,$87.88,$0.50,$88.38
5722-1,23/12/2018,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Wrap Bag,Regular Air,25/12/2018,$178.83,$415.88,$237.05,42,$959.95,1%,$37.58,$932.85,$11.37,$988.46
5722-1,4/2/2020,David Smith,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,Apex Design Stainless Steel Bent Scissors,Technology,Small Pack,Regular Air,6/2/2020,$2.87,$6.84,$3.97,30,$177.25,8%,$3.78,$164.27,$4.42,$166.26
5722-1,10/12/2019,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Box,Regular Air,11/12/2019,$2.87,$6.84,$3.97,13,$470.58,0%,$4.71,$465.87,$4.42,$470.55
5722-1,3/11/2019,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Medium,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,7/11/2019,$3.88,$6.47,$2.59,27,$128.00,9%,$11.52,$126.48,$1.22,$127.78
5722-1,12/9/2019,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Low,Artisan 474 Labels,Technology,Small Box,Regular Air,19/9/2019,$1.84,$2.88,$1.04,50,$96.57,0%,$8.69,$87.88,$0.99,$88.38
5722-1,15/8/2020,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Critical,Binder Clips by OIC,Office Supplies,Wrap Bag,Express Air,17/8/2020,$0.93,$1.48,$0.55,43,$96.56,6%,$9.69,$87.88,$0.70,$88.38
5722-1,4/2/2020,David Smith,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,6/2/2020,$1.60,$2.62,$1.02,18,$69.32,2%,$3.98,$68.98,$0.80,$69.57
5722-1,31/12/2020,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Small Business,Natasha Song,Critical,Smiths General Use 3-Ring Binders,Technology,Medium Box,Regular Air,1/1/2021,$1.18,$1.88,$0.70,42,$65.10,7%,$5.41,$69.97,$1.49,$60.69
5722-1,12/8/2019,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Artisan 474 Labels,Technology,Small Box,Express Air,10/8/2019,$1.84,$2.88,$1.04,8,$96.57,0%,$8.69,$87.88,$0.99,$88.38
5723-1,10/12/2019,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Box,Regular Air,12/12/2019,$1.87,$8.12,$6.25,39,$89.32,5%,$5.36,$83.96,$2.83,$86.79
5723-1,10/12/2019,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Jumbo Drum,Delivery Truck,12/12/2019,$1.87,$8.12,$6.25,24,$89.32,2%,$5.36,$83.96,$2.83,$86.79
5723-1,10/12/2019,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,12/12/2019,$1.87,$8.12,$6.25,22,$89.32,10%,$5.36,$83.96,$2.83,$86.79
5723-1,10/12/2019,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,12/12/2019,$1.87,$8.12,$6.25,27,$89.32,4%,$5.36,$83.96,$2.83,$86.79
5723-1,30/12/2019,Joni Sundaresam,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,31/12/2019,$1.87,$8.12,$6.25,11,$89.32,1%,$5.36,$83.96,$2.83,$86.79
5724-1,21/3/2018,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 474 Labels,Technology,Medium Box,Regular Air,28/3/2018,$1.84,$2.88,$1.04,25,$23.36,5%,$2.20,$22.26,$0.99,$22.19
5724-1,30/5/2021,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Medium,Emerson Stylus 1520 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,30/5/2021,$315.61,$500.97,$185.36,25,"$1,755.89",4%,$150.59,"$1,705.31",$69.30,"$1,611.03"
5724-1,16/7/2020,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,20/7/2020,$1.18,$1.88,$0.70,19,$36.40,0%,$1.64,$36.58,$1.49,$37.59
5724-1,10/9/2020,Luke Weiss,"98 Holdsworth Street,Woollahra",Sydney,NSW,Small Business,Natasha Song,Low,Binder Posts,Office Supplies,Wrap Bag,Regular Air,11/9/2020,$3.50,$5.74,$2.24,17,$150.36,9%,$1.50,$148.76,$5.01,$152.37
5724-2,27/12/2019,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Medium,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,29/12/2019,$2.31,$3.78,$1.47,48,$154.98,4%,$3.10,$151.88,$0.71,$152.59
5725-1,9/1/2019,Lena Creighton,"96 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Artisan 474 Labels,Technology,Jumbo Drum,Delivery Truck,11/1/2019,$1.84,$2.88,$1.04,43,$46.29,6%,$1.69,$45.39,$0.99,$42.29
5725-1,31/12/2020,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Corporate,Natasha Song,Medium,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Pack,Regular Air,1/1/2021,$3.51,$8.57,$5.06,30,$177.22,8%,$13.85,$157.69,$6.14,$176.83
5725-1,14/1/2019,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,18/1/2019,$8.92,$29.74,$20.82,27,$198.00,0%,$19.56,$185.58,$6.64,$196.51
5725-1,3/7/2018,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Critical,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,25/7/2018,$12.39,$19.98,$7.59,25,$859.12,4%,$97.91,$851.85,$5.77,$856.53
